ID,NAME,SHIRT_NAME,GK  0,CWP  2,CBT  3,SB  4,DMF  5,WB  6,CMF  7,SMF  8,AMF  9,WF 10,SS  11,CF  12,REGISTERED POSITION,HEIGHT,STRONG FOOT,FAVOURED SIDE,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,ATTACK,DEFENSE,BALANCE,STAMINA,TOP SPEED,ACCELERATION,RESPONSE,AGILITY,DRIBBLE ACCURACY,DRIBBLE SPEED,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,SHOT POWER,SHOT TECHNIQUE,FREE KICK ACCURACY,SWERVE,HEADING,JUMP,TECHNIQUE,AGGRESSION,MENTALITY,GOAL KEEPING,TEAM WORK,CONSISTENCY,CONDITION / FITNESS,DRIBBLING,TACTIAL DRIBBLE,POSITIONING,REACTION,PLAYMAKING,PASSING,SCORING,1-1 SCORING,POST PLAYER,LINES,MIDDLE SHOOTING,SIDE,CENTRE,PENALTIES,1-TOUCH PASS,OUTSIDE,MARKING,SLIDING,COVERING,D-LINE CONTROL,PENALTY STOPPER,1-ON-1 STOPPER,LONG THROW,INJURY TOLERANCE,DRIBBLE STYLE,FREE KICK STYLE,PK STYLE,DROP KICK STYLE,AGE,WEIGHT,NATIONALITY,SKIN COLOR,FACE TYPE,PRESET FACE NUMBER,HEAD WIDTH,NECK LENGTH,NECK WIDTH,SHOULDER HEIGHT,SHOULDER WIDTH,CHEST MEASUREMENT,WAIST CIRCUMFERENCE,ARM CIRCUMFERENCE,LEG CIRCUMFERENCE,CALF CIRCUMFERENCE,LEG LENGTH,WRISTBAND,WRISTBAND COLOR,INTERNATIONAL NUMBER,CLASSIC NUMBER,CLUB TEAM,CLUB NUMBER
3697,Paulo Jorge,PAULO JORGE,0,0,0,0,0,0,0,1,0,1,0,0,8,176,R,B,5,5,72,45,72,80,76,75,71,77,81,76,75,73,80,72,63,78,63,68,69,62,72,80,68,68,50,69,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,3,1,1,1,25,76,Portugal,2,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,FC Viktoria PlzeH,15
3698,Manu,M  A  N  U,0,0,0,0,0,0,0,1,0,0,1,0,8,171,R,R,5,5,72,42,67,78,77,78,68,81,80,73,75,70,78,71,69,77,66,72,73,64,72,78,72,67,50,66,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,4,1,1,1,24,68,Portugal,3,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,FC Viktoria PlzeH,18
3699,Nuno Assis,NUNO ASSIS,0,0,0,0,0,0,1,1,1,0,0,0,9,168,R,B,5,4,75,50,69,80,79,84,78,88,81,80,78,68,75,72,73,76,73,65,65,63,76,82,75,70,50,73,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,63,Portugal,1,0,1,-4,0,0,0,0,0,0,0,0,0,0,N,None,0,0,FC Viktoria PlzeH,25
3700,Marcel,M A R C E L,0,0,0,0,0,0,0,0,0,0,0,1,12,187,R,B,5,5,78,31,84,78,78,78,75,75,80,72,66,71,65,67,75,85,81,55,51,78,77,80,80,67,50,66,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,87,Brazil,3,0,1,-1,-1,0,-2,-2,-1,0,-1,1,0,-2,N,None,0,0,FC Viktoria PlzeH,19
3701,Tiago Gomes,T  I  A  G  O,0,0,0,1,0,0,0,0,0,0,0,0,4,175,L,L,4,4,63,58,70,76,78,80,68,75,74,73,69,60,69,69,62,70,59,58,68,58,78,72,65,60,50,62,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,70,Portugal,3,0,1,-1,0,0,1,1,0,0,0,-1,-2,2,N,None,0,0,FC Viktoria PlzeH,2
3702,Miguelito,MIGUELITO,0,0,0,1,0,0,0,1,0,0,0,0,4,174,L,B,5,5,67,63,73,87,80,82,72,80,76,77,68,71,74,76,64,74,64,61,62,65,79,74,75,70,50,68,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,25,61,Portugal,1,0,1,-5,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,FC Viktoria PlzeH,90
3703,Diego,D  I  E  G  O,0,0,0,0,1,0,0,0,0,0,0,0,5,186,R,B,5,5,65,65,84,82,74,73,73,73,75,71,75,72,75,72,65,81,63,62,60,67,73,75,63,70,50,67,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,21,89,Brazil,3,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,FC Viktoria PlzeH,14
3704,João Coimbra,JOAO COIMBRA,0,0,0,0,0,0,0,0,1,0,0,0,9,183,R,B,5,5,67,40,76,78,76,75,75,74,74,73,74,71,72,70,65,74,64,67,67,64,72,76,72,64,50,65,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,20,82,Portugal,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,FC Viktoria PlzeH,28
3705,Vítor Baía,VITOR BAIA,1,0,0,0,0,0,0,0,0,0,0,0,0,184,R,B,4,4,30,88,79,60,63,72,87,74,55,52,60,50,66,65,45,78,50,45,40,45,79,54,76,78,86,80,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,3,37,78,Portugal,2,1,122,2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Maccabi Tel-Aviv FC,99
3706,Bosingwa,BOSINGWA,0,0,0,1,1,0,0,1,0,1,0,1,8,183,R,R,5,5,70,60,78,81,86,83,75,76,75,78,78,77,76,74,68,87,67,55,58,69,80,78,66,65,50,68,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,24,75,Portugal,3,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Maccabi Tel-Aviv FC,12
3707,Pepe,P  E  P  E,0,0,1,1,0,0,0,0,0,0,0,0,3,186,R,R,4,4,61,76,84,83,80,75,75,73,72,76,62,76,76,77,60,81,63,52,53,82,84,70,60,66,50,67,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,23,72,Brazil,1,0,1,0,0,0,0,0,0,0,0,0,0,0,R,White,0,0,Maccabi Tel-Aviv FC,3
3708,Pedro Emanuel,PEDRO EMANUEL,0,0,1,0,0,0,0,0,0,0,0,0,3,180,R,B,5,5,56,80,83,78,73,70,76,71,68,67,66,69,75,70,61,75,62,54,57,77,79,70,57,81,50,77,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,1,1,1,1,31,80,Portugal,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Maccabi Tel-Aviv FC,4
3709,Paulo Assunçao,PAULO ASSUNCAO,0,0,0,0,1,0,0,0,0,0,0,0,5,173,R,B,5,5,66,72,72,85,82,83,78,82,72,73,75,75,71,73,65,75,68,59,57,62,84,76,60,68,50,73,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,26,72,Brazil,3,0,1,0,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Maccabi Tel-Aviv FC,18
3710,Raúl Meireles,RAUL MEIRELES,0,0,0,1,1,1,1,1,0,0,0,0,7,179,R,R,5,5,69,65,72,81,78,77,73,76,77,74,82,76,80,75,69,78,72,73,72,68,77,78,65,68,50,74,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,23,65,Portugal,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Maccabi Tel-Aviv FC,16
3711,Anderson,ANDERSON,0,0,0,0,0,0,0,0,1,0,1,0,9,176,L,B,3,1,68,33,66,72,80,85,68,88,84,78,78,68,79,69,72,72,73,73,79,61,70,85,78,55,50,65,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,2,1,1,18,69,Brazil,3,0,1,1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Maccabi Tel-Aviv FC,10
3712,Quaresma,QUARESMA,0,0,0,0,0,0,0,1,0,1,1,0,10,173,R,B,5,3,78,42,73,81,88,89,70,89,88,87,76,77,79,85,72,82,75,71,79,64,74,84,81,69,50,67,4,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,A,2,1,1,1,23,69,Portugal,3,1,37,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Maccabi Tel-Aviv FC,7
3713,Tarik,T  A  R  I  K,0,0,0,0,0,0,0,1,0,1,0,0,10,182,R,B,7,7,76,40,71,82,80,82,69,85,83,82,75,72,74,71,70,76,71,52,65,60,77,77,78,67,50,70,4,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,4,1,1,1,29,73,Morocco,3,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Maccabi Tel-Aviv FC,11
3714,Alan,A  L  A  N,0,0,0,0,0,0,0,1,0,1,0,1,8,180,R,B,5,5,75,40,72,80,81,81,73,80,82,80,72,70,73,75,71,81,71,65,67,66,76,80,82,66,50,63,3,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,27,70,Brazil,3,0,1,2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Maccabi Tel-Aviv FC,21
3715,Helton,H E L T O N,1,0,0,0,0,0,0,0,0,0,0,0,0,186,R,B,4,4,40,80,82,63,77,73,88,79,60,53,51,54,62,60,43,80,46,43,45,43,83,56,65,72,79,69,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,3,28,74,Brazil,4,0,1,1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Maccabi Tel-Aviv FC,1
3716,Bruno Alves,BRUNO ALVES,0,0,1,1,0,0,0,0,0,0,0,0,3,187,R,L,5,5,58,71,84,81,76,72,73,72,69,70,66,64,71,71,60,82,62,62,52,79,79,67,60,62,50,65,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,83,Portugal,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Maccabi Tel-Aviv FC,14
3717,Ibson,I  B  S  O  N,0,0,0,0,1,0,1,1,1,0,0,0,7,177,R,R,5,4,72,70,65,81,79,80,75,82,82,77,81,70,76,69,72,75,72,75,70,62,72,84,69,73,50,84,7,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,22,74,Brazil,3,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Maccabi Tel-Aviv FC,6
3718,Jorginho,JORGINHO,0,0,0,0,0,0,0,1,1,1,1,0,11,178,R,B,5,5,76,45,73,85,83,86,80,84,78,82,73,74,75,76,76,78,75,72,72,67,78,75,76,70,50,70,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,72,Brazil,3,0,1,2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Maccabi Tel-Aviv FC,20
3719,Diogo Valente,DIOGO VALENTE,0,0,0,1,0,0,0,1,0,1,0,0,10,173,L,L,5,5,72,51,70,77,76,79,67,80,78,77,74,71,79,76,71,76,69,68,73,64,74,80,75,69,50,67,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,22,73,Portugal,1,0,1,-6,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Maccabi Tel-Aviv FC,31
3720,Vieirinha,VIEIRINHA,0,0,0,0,0,0,0,0,0,1,0,0,10,173,R,B,5,5,69,42,67,76,80,82,68,84,78,77,72,69,71,75,69,79,72,63,64,56,75,82,77,65,50,62,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,73,Portugal,1,0,1,4,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Maccabi Tel-Aviv FC,17
3721,Adriano,A D R I A N O,0,0,0,0,0,0,0,0,0,0,0,1,12,180,R,B,5,5,81,25,78,76,77,77,79,76,76,75,66,70,65,61,81,76,82,56,56,84,80,78,88,70,50,66,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,27,72,Brazil,2,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Maccabi Tel-Aviv FC,28
3722,Lisandro Lopez,LISANDRO,0,0,0,0,0,0,0,0,0,0,1,1,12,175,R,B,5,5,80,40,83,86,83,85,78,86,76,84,70,75,68,73,80,83,84,73,76,82,80,77,85,70,50,66,4,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,23,72,Argentina,1,0,1,2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Maccabi Tel-Aviv FC,9
3723,Sokota,S O K O T A,0,0,0,0,0,0,0,0,0,1,0,1,12,184,R,R,7,6,81,43,83,80,76,70,75,76,73,75,72,67,68,71,78,83,81,67,65,81,78,73,82,65,50,70,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,29,79,Croatia,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Maccabi Tel-Aviv FC,19
3724,Paulo Ribeiro,PAULO RIBEIRO,1,0,0,0,0,0,0,0,0,0,0,0,0,183,R,B,4,4,30,75,78,58,67,70,84,71,47,45,51,48,57,53,41,78,40,36,37,41,80,54,65,68,77,70,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,22,74,Portugal,1,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Maccabi Tel-Aviv FC,24
3725,João Paulo,JOAO PAULO,0,0,1,1,1,0,0,0,0,0,0,1,3,180,R,R,4,5,56,75,82,79,76,71,74,69,66,68,64,72,63,67,61,86,59,53,50,78,80,66,54,74,50,75,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,25,81,Portugal,4,0,1,-6,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Maccabi Tel-Aviv FC,26
3726,Ezequias,EZEQUIAS,0,0,1,1,0,0,0,0,0,0,0,0,4,180,L,L,4,4,67,66,73,82,80,76,69,77,75,78,67,70,68,76,64,79,69,62,63,65,75,74,73,68,50,70,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,1,1,1,1,25,69,Brazil,4,0,1,-6,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,Maccabi Tel-Aviv FC,15
3727,Bruno Moraes,BRUNO MORAES,0,0,0,0,0,0,0,0,0,0,0,1,12,180,R,B,5,5,73,35,72,76,75,70,73,72,75,70,74,66,72,66,72,78,70,53,57,75,78,81,72,68,50,65,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,22,72,Brazil,1,0,1,1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,Maccabi Tel-Aviv FC,29
3728,Tonel,T  O  N  E  L,0,0,1,0,0,0,0,0,0,0,0,0,3,184,R,B,5,5,50,75,80,81,74,73,75,71,68,70,67,65,72,71,58,77,61,58,55,81,81,70,55,71,50,75,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,26,79,Portugal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,APOEL FC,13
3729,Anderson Polga,A. POLGA,0,0,1,1,1,0,0,0,0,0,0,0,3,182,R,R,5,5,63,79,84,80,72,76,75,73,74,68,69,69,74,71,65,75,70,50,50,86,82,73,75,70,50,68,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,27,79,Brazil,1,0,1,2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,APOEL FC,4
3730,Abel,A  B  E  L,0,0,0,1,0,0,0,0,0,0,0,0,4,178,R,R,5,5,65,67,72,84,80,82,73,81,71,74,66,70,70,71,62,73,63,55,60,66,76,72,62,71,50,75,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,27,75,Portugal,3,0,1,0,-1,0,-2,-2,-1,0,-1,1,0,-2,N,None,0,0,APOEL FC,78
3731,Tello,T  E  L  L  O,0,0,0,1,0,1,0,1,0,0,0,0,8,170,L,L,5,5,72,59,65,82,80,81,59,75,80,78,78,75,82,83,70,80,75,81,82,63,70,82,78,67,50,69,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,27,68,Chile,2,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,0,0,APOEL FC,11
3732,Custódio,CUSTODIO,0,0,0,0,1,0,0,0,0,0,0,0,5,180,R,R,5,5,63,72,78,85,75,73,81,75,71,71,78,75,75,70,67,82,66,64,63,80,78,78,55,72,50,80,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,A,1,1,1,1,23,75,Portugal,1,0,1,2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,APOEL FC,27
3733,João Moutinho,J. MOUTINHO,0,0,0,0,1,0,1,1,1,0,0,0,7,170,R,B,5,5,75,63,66,84,80,80,75,86,83,75,85,73,80,69,70,75,71,78,75,54,72,85,68,66,50,81,7,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,3,1,1,1,20,61,Portugal,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,APOEL FC,28
3734,João Alves,JOAO ALVES,0,0,0,0,0,0,1,1,1,0,0,0,7,179,R,L,5,5,66,66,73,84,75,78,78,78,75,75,78,76,78,75,69,76,69,75,70,68,75,80,65,75,50,78,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,26,72,Portugal,1,0,1,-7,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,APOEL FC,34
3735,Romagnoli,ROMAGNOLI,0,0,0,0,0,0,0,1,1,0,0,0,9,172,R,R,5,5,79,44,72,75,78,80,72,84,90,83,83,80,78,73,82,74,80,81,81,58,70,83,79,68,50,68,4,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,4,2,1,1,25,61,Argentina,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,APOEL FC,30
3736,Deivid,D E I V I D,0,0,0,0,0,0,0,0,0,0,0,1,12,180,R,B,5,5,80,40,78,75,81,80,80,78,82,76,76,68,75,65,80,82,84,75,70,80,84,82,78,70,50,70,4,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,27,76,Brazil,3,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,APOEL FC,9
3737,Liedson,L I E D S O N,0,0,0,0,0,0,0,0,0,0,0,1,12,175,R,B,6,5,84,30,70,79,81,86,90,88,78,77,69,66,67,65,84,75,82,56,57,82,85,81,94,70,50,71,6,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,63,Brazil,3,0,1,-1,0,0,1,1,0,0,0,-1,-2,2,N,None,0,0,APOEL FC,31
3738,Tiago,TIAGO FERREIRA,1,0,0,0,0,0,0,0,0,0,0,0,0,180,R,B,5,5,30,79,76,56,66,70,87,72,45,55,49,50,55,60,43,76,45,38,36,40,80,45,62,72,78,63,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,31,72,Portugal,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,APOEL FC,16
3739,Rui Patrício,RUI PATRICIO,1,0,0,0,0,0,0,0,0,0,0,0,0,188,R,B,4,4,30,70,79,59,65,66,82,65,51,50,49,48,45,50,57,39,77,42,40,40,45,79,58,64,74,60,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,18,84,Portugal,1,0,1,-4,1,0,0,-2,-1,-1,-1,0,-1,-3,N,None,0,0,APOEL FC,22
3740,Miguel Veloso,MIGUEL VELOSO,0,0,1,0,0,0,0,0,0,0,0,0,3,180,R,B,4,4,45,72,75,72,75,70,72,73,64,61,60,58,65,63,57,75,59,50,45,75,76,65,50,64,50,70,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,79,Portugal,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,APOEL FC,24
3741,Miguel Garcia,MIGUEL GARCIA,0,0,1,1,0,0,0,0,0,0,0,0,4,179,R,R,5,5,65,69,72,82,78,76,70,76,71,70,60,68,71,70,67,74,65,58,64,76,70,74,70,58,50,66,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,23,74,Portugal,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,APOEL FC,15
3742,Ronny,R  O  N  N  Y,0,0,0,1,0,0,0,0,0,0,0,0,4,175,L,L,5,5,69,60,76,82,81,80,69,77,76,77,69,72,73,74,60,78,63,60,66,65,75,77,72,66,50,66,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,74,Brazil,3,0,1,-4,2,0,1,1,1,0,0,0,-2,4,N,None,0,0,APOEL FC,8
3743,Farnerud,FARNERUD,0,0,0,0,0,0,1,1,0,0,0,0,7,178,R,B,6,6,70,68,79,86,80,78,77,76,78,78,83,81,79,75,65,77,72,76,77,70,75,83,70,66,50,70,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,A,1,1,1,1,26,70,Sweden,1,0,1,-5,0,0,0,0,0,0,0,0,0,0,N,None,0,0,APOEL FC,21
3744,Carlos Martins,C. MARTINS,0,0,0,0,0,0,0,1,1,0,0,0,9,172,R,R,5,6,72,50,71,77,75,79,69,80,79,78,75,73,76,80,79,84,79,72,72,66,75,81,74,68,50,67,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,72,Portugal,2,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,0,0,APOEL FC,10
3745,Nani,N  A  N  I,0,0,0,0,0,0,0,1,1,1,0,0,10,175,R,B,4,4,72,40,73,75,82,81,67,78,87,73,73,72,71,68,66,76,70,65,66,63,83,86,76,60,50,60,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,19,66,Portugal,3,0,1,2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,APOEL FC,18
3746,Bueno,B  U  E  N  O,0,0,0,0,0,0,0,0,0,0,0,1,12,178,R,B,5,5,80,32,75,81,82,81,85,83,77,76,69,72,74,74,79,81,80,75,78,84,80,81,82,70,50,65,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,26,72,Uruguay,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,APOEL FC,80
3747,Djaló,Y A N N I C K,0,0,0,0,0,0,0,0,0,0,0,1,12,171,R,B,5,5,68,36,66,74,77,80,73,80,72,75,68,65,68,68,68,76,70,63,60,66,75,76,76,65,50,64,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,64,Portugal,4,0,1,-4,1,0,0,-2,-1,-1,-1,0,-1,-3,N,None,0,0,APOEL FC,20
3748,McManus,M C M A N U S,0,0,1,1,0,0,0,0,0,0,0,0,3,188,R,B,5,5,55,73,84,80,73,72,69,69,61,63,68,68,67,71,56,75,56,58,59,84,81,66,55,71,50,70,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A,1,1,1,1,24,81,Scotland,1,0,1,3,0,0,0,0,0,0,0,0,0,0,N,None,0,0,GNK Dinamo Zagreb,44
3749,Telfer,T E L F E R,0,0,0,1,0,0,1,1,0,0,0,0,8,175,R,R,5,5,68,60,75,83,75,69,75,69,75,73,72,72,80,78,62,79,66,63,67,65,70,74,67,69,50,74,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,35,72,Scotland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,0,0,GNK Dinamo Zagreb,2
3750,Wilson,W I L S O N,0,0,0,1,0,0,0,0,0,0,0,0,4,178,R,B,6,6,66,66,74,80,76,75,74,74,74,73,69,67,80,72,63,78,63,70,72,67,73,73,66,68,50,75,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,22,76,Scotland,1,0,1,-5,-2,0,1,1,2,0,1,1,0,-1,N,None,0,0,GNK Dinamo Zagreb,12
3751,Lennon,L E N N O N,0,0,0,0,1,0,1,0,0,0,0,0,5,175,R,B,5,5,60,76,80,88,73,70,85,71,69,68,76,75,74,72,66,80,67,70,60,74,69,68,62,85,50,82,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,A,1,1,1,1,35,79,Northern Ireland,1,0,1,4,0,0,0,0,0,0,0,0,0,0,N,None,0,0,GNK Dinamo Zagreb,18
3752,Nakamura,NAKAMURA,0,0,0,0,0,0,1,0,1,0,0,0,9,178,L,B,5,4,77,48,70,85,78,75,67,76,86,72,82,78,88,77,70,77,67,92,93,58,66,86,69,67,50,68,5,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,B,4,4,1,1,28,73,Japan,2,1,36,2,1,0,-1,-2,-1,-3,-4,-2,-2,1,N,None,0,0,GNK Dinamo Zagreb,25
3753,Kennedy,K E N N E D Y,0,0,1,0,0,0,0,0,0,0,0,0,3,186,R,B,5,5,50,74,83,79,73,71,73,72,65,70,64,65,63,63,55,78,55,55,50,77,78,70,55,72,50,68,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1,1,1,23,83,Scotland,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,0,0,GNK Dinamo Zagreb,41
